record_no	video_id	vid	start_time	end_time	start_frame	end_frame	caption
2284	S14_Brownie_7150991-1526	f25_i016_a00	139.0	142.0	4170	4290	putting a cap on an oil bottle .
2285	S53_Salad_7150991-143	f154_i028_a00	274.0	277.0	8220	8340	taking a dressing bottle from a fridge .
2286	S47_Pizza_7150991-191	f129_i017_a00	210.0	213.0	6300	6420	putting a tomato sauce jar into a fridge .
2287	S47_Pizza_7150991-191	f129_i013_a00	145.0	147.0	4350	4440	taking a spoon from a drawer .
2288	S34_Brownie_7150991-268	f97_i033_a00	170.0	171.0	5100	5160	opening a drawer .
2289	S08_Salad_7150991-649	f07_i003_a00	40.0	48.0	1200	1470	taking a peeler and a kitchen knife from a drawer .
2290	S18_Eggs_7150991-3391	f45_i029_a00	121.0	123.0	3630	3720	putting a cap on an oil bottle .
2291	S13_Salad_7150991-158	f23_i025_a00	228.0	238.0	6840	7170	putting ingredients into a fridge .
2292	S24_Brownie_7150991-483	f62_i038_a00	404.0	409.0	12120	12300	putting a baking pan into an oven .
2293	S15_Eggs_7150991-424	f30_i015_a00	56.0	64.0	1680	1950	beating an egg with a fork .
2294	S47_Brownie_7150991-179	f127_i000_a00	8.0	9.0	240	300	opening a fridge .
2295	S20_Salad_7150991-475	f56_i005_a00	42.0	45.0	1260	1380	washing a lettuce head in a sink .
2296	S16_Brownie_7150991-1431	f34_i007_a00	30.0	35.0	900	1080	taking a baking pan from a base cabinet .
2297	S07_Eggs_7150991-1466	f01_i018_a00	105.0	107.0	3150	3240	opening a cabinet .
2298	S11_Eggs_7150991-1247	f13_i024_a00	104.0	112.0	3120	3390	pouring a beaten egg into a frying pan .
2299	S14_Salad_7150991-1238	f28_i018_a00	214.0	219.0	6420	6600	opening a bag of croutons .
2300	S13_Eggs_7150991-1728	f22_i044_a00	302.0	305.0	9060	9180	taking a paper towel from a paper towel roll .
2301	S20_Pizza_7150991-180	f55_i031_a00	391.0	398.0	11730	11970	cutting off the edge of a pepperoni stick with a kitchen knife .
2302	S15_Salad_7150991-451	f32_i006_a00	37.0	38.0	1110	1170	taking a kitchen knife from a drawer .
2303	S16_Brownie_7150991-1431	f34_i041_a00	333.0	366.0	9990	11010	scooping out brownie batter from a big bowl with a spoon .
2304	S11_Pizza_7150991-2116	f14_i030_a00	260.0	267.0	7800	8040	opening a package of a pepperoni stick .
2305	S48_Salad_7150991-222	f135_i030_a00	285.0	287.0	8550	8640	twisting off a dressing bottle cap .
2306	S19_Salad_7150991-1394	f51_i029_a00	281.0	287.0	8430	8640	putting a dressing bottle into a fridge .
2307	S54_Sandwich_7150991-305	f160_i018_a00	97.0	99.0	2910	3000	scooping out peanut butter from a jar with a butter knife .
2308	S07_Eggs_7150991-1466	f01_i003_a00	20.0	24.0	600	750	taking an egg from an egg carton in a fridge .
2309	S54_Sandwich_7150991-305	f160_i012_a00	70.0	72.0	2100	2190	opening a blueberry jam jar .
2310	S17_Salad_7150991-822	f42_i017_a00	251.0	271.0	7530	8160	cutting a celery stalk into a bowl with a kitchen knife .
2311	S28_Pizza_7150991-1	f70_i032_a00	325.0	328.0	9750	9870	putting a peeler into a drawer .
2312	S51_Eggs_7150991-512	f147_i034_a00	214.0	223.0	6420	6720	putting scrambled eggs on a paper plate .
2313	S07_Sandwich_7150991-2343	f04_i023_a00	170.0	171.0	5100	5160	closing a fridge .
2314	S29_Salad_7150991-1	f76_i020_a00	178.0	180.0	5340	5430	putting a celery head into a bag .
2315	S17_Brownie_7150991-1231	f39_i025_a00	226.0	228.0	6780	6870	taking a cooking spray from a base cabinet .
2316	S47_Brownie_7150991-179	f127_i027_a00	121.0	126.0	3630	3810	cutting the bag of brownie mix on a cutting board with a kitchen knife .
2317	S22_Pizza_7150991-664	f59_i037_a00	694.0	696.0	20820	20910	cutting a pepperoni slice in half with a kitchen knife .
2318	S11_Pizza_7150991-2116	f14_i022_a00	156.0	160.0	4680	4830	taking a block cheese out of a package .
2319	S54_Sandwich_7150991-305	f160_i003_a00	24.0	26.0	720	810	putting a bag of sliced bread on a counter .
2320	S53_Sandwich_7150991-103	f155_i016_a00	118.0	120.0	3540	3630	putting a butter knife on a cutting board .
2321	S22_Pizza_7150991-664	f59_i055_a00	820.0	825.0	24600	24780	putting a baking pan into an oven .
2322	S19_Pizza_7150991-399	f50_i012_a00	82.0	84.0	2460	2550	closing a base cabinet .
2323	S32_Sandwich_7150991-1	f91_i016_a00	68.0	71.0	2040	2160	spreading peanut butter on a slice of bread with a butter knife .
2324	S25_Pizza_7150991-293	f65_i005_a00	33.0	35.0	990	1080	taking a cheese grater from a base cabinet .
2325	S47_Sandwich_7150991-197	f131_i001_a00	10.0	12.0	300	390	taking a bag of sliced bread from a fridge .
2326	S54_Sandwich_7150991-305	f160_i015_a00	85.0	88.0	2550	2670	spreading peanut butter on a slice of bread with a butter knife .
2327	S54_Salad_7150991-223	f159_i034_a00	326.0	329.0	9780	9900	twisting off a dressing bottle cap .
2328	S31_Salad_7150991-1	f85_i029_a00	326.0	340.0	9780	10230	cutting a carrot with a kitchen knife .
2329	S49_Salad_7150991-294	f139_i024_a00	295.0	298.0	8850	8970	taking a dressing bottle from a fridge .
2330	S34_Eggs_7150991-149	f98_i013_a00	77.0	80.0	2310	2430	putting a cap on an oil bottle .
2331	S40_Brownie_7150991-288	f117_i027_a00	159.0	168.0	4770	5070	pouring brownie mix into a big bowl .
2332	S09_Eggs_7150991-1050	f10_i007_a00	31.0	33.0	930	1020	twisting off an oil bottle cap .
2333	S54_Brownie_7150991-308	f156_i023_a00	130.0	136.0	3900	4110	pouring oil into a big bowl .
2334	S16_Brownie_7150991-1431	f34_i039_a00	315.0	329.0	9450	9900	pouring brownie batter into a baking pan .
2335	S17_Eggs_7150991-1187	f40_i018_a00	88.0	90.0	2640	2730	taking a salt bottle from a cabinet .
2336	S13_Eggs_7150991-1728	f22_i010_a00	72.0	75.0	2160	2280	wiping hands with a paper towel .
2337	S50_Eggs_7150991-313	f142_i007_a00	39.0	41.0	1170	1260	turning on a gas stove .
2338	S09_Eggs_7150991-1050	f10_i008_a00	34.0	36.0	1020	1110	pouring oil into a frying pan .
2339	S08_Salad_7150991-649	f07_i007_a00	81.0	93.0	2430	2820	taking a celery head halfway out of a bag .
2340	S18_Salad_7150991-649	f46_i009_a00	84.0	86.0	2520	2610	putting a carrot into a bag .
2341	S16_Salad_7150991-1308	f37_i017_a00	230.0	233.0	6900	7020	putting a carrot into a bag .
2342	S13_Salad_7150991-158	f23_i032_a00	267.0	283.0	8010	8520	tossing a salad with a spoon and a fork .
2343	S16_Brownie_7150991-1431	f34_i037_a00	285.0	288.0	8550	8670	putting a cooking spray into a base cabinet .
2344	S16_Pizza_7150991-3739	f36_i001_a00	10.0	12.0	300	390	opening a base cabinet .
2345	S54_Sandwich_7150991-305	f160_i017_a00	92.0	96.0	2760	2910	spreading peanut butter on a slice of bread with a butter knife .
2346	S51_Pizza_7150991-323	f148_i006_a00	85.0	89.0	2550	2700	taking a baking pan out of an oven .
2347	S53_Eggs_7150991-187	f152_i030_a00	199.0	201.0	5970	6060	turning off a gas stove .
2348	S50_Eggs_7150991-313	f142_i037_a00	258.0	266.0	7740	8010	putting scrambled eggs on a paper plate .
2349	S15_Eggs_7150991-424	f30_i006_a00	22.0	24.0	660	750	opening a fridge .
2350	S13_Brownie_7150991-631	f21_i016_a00	91.0	92.0	2730	2790	closing a drawer .
2351	S36_Sandwich_7150991-165	f111_i018_a00	95.0	96.0	2850	2910	opening a blueberry jam jar .
2352	S35_Brownie_7150991-200	f102_i027_a00	164.0	166.0	4920	5010	putting a cap on a cooking spray .
2353	S15_Pizza_7150991-5341	f31_i015_a00	125.0	141.0	3750	4260	spreading tomato sauce on pizza crust with a spoon .
2354	S16_Eggs_7150991-858	f35_i012_a00	48.0	50.0	1440	1530	putting an oil bottle into a base cabinet .
2355	S50_Salad_7150991-243	f144_i003_a00	28.0	30.0	840	930	putting ingredients on a counter .
2356	S14_Salad_7150991-1238	f28_i017_a00	211.0	213.0	6330	6420	taking a bag of croutons from a cabinet .
2357	S49_Eggs_7150991-224	f137_i005_a00	22.0	24.0	660	750	closing a base cabinet .
2358	S11_Eggs_7150991-1247	f13_i018_a00	86.0	87.0	2580	2640	sprinkling salt on a beaten egg in a big bowl .
2359	S35_Sandwich_7150991-204	f106_i033_a00	151.0	152.0	4530	4590	putting a slice of bread on top of another slice of bread .
2360	S50_Pizza_7150991-250	f143_i022_a00	455.0	456.0	13650	13710	closing an oven .
2361	S28_Pizza_7150991-1	f70_i010_a00	60.0	89.0	1800	2700	unrolling pizza crust on a baking pan .
2362	S19_Brownie_7150991-848	f48_i027_a00	233.0	261.0	6990	7860	mixing the ingredients of brownie in a big bowl with a fork .
2363	S11_Eggs_7150991-1247	f13_i011_a00	41.0	43.0	1230	1320	taking an egg from an egg carton in a fridge .
2364	S54_Pizza_7150991-192	f158_i012_a00	151.0	153.0	4530	4620	opening a tomato sauce jar .
2365	S48_Pizza_7150991-259	f134_i016_a00	254.0	294.0	7620	8850	grating a block cheese onto pizza crust with a cheese grater .
2366	S28_Pizza_7150991-1	f70_i022_a00	226.0	238.0	6780	7170	looking at kitchen utensils in a drawer .
2367	S18_Eggs_7150991-3391	f45_i046_a00	348.0	351.0	10440	10560	putting a frying pan into a sink .
2368	S53_Salad_7150991-143	f154_i012_a00	65.0	81.0	1950	2460	cutting lettuce leaves with a kitchen knife .
2369	S33_Brownie_7150991-211	f92_i054_a00	443.0	452.0	13290	13590	tilting a baking pan .
2370	S41_Sandwich_7150991-286	f126_i017_a00	84.0	87.0	2520	2640	putting a blueberry jam jar into a fridge .
2371	S13_Eggs_7150991-1728	f22_i028_a00	182.0	184.0	5460	5550	putting a salt bottle into a cabinet .
2372	S54_Salad_7150991-223	f159_i000_a00	10.0	11.0	300	360	opening a fridge .
2373	S35_Pizza_7150991-218	f104_i036_a00	564.0	571.0	16920	17160	cutting the edge of pepperoni slices with a kitchen knife .
2374	S19_Sandwich_7150991-549	f52_i003_a00	29.0	45.0	870	1380	closing a bag of sliced bread with a twist tie .
2375	S54_Brownie_7150991-308	f156_i017_a00	83.0	85.0	2490	2580	taking an egg from an egg carton .
2376	S48_Eggs_7150991-637	f133_i007_a00	46.0	48.0	1380	1470	opening a cabinet .
2377	S51_Pizza_7150991-323	f148_i015_a00	198.0	208.0	5940	6270	scooping out tomato sauce from a jar with a spoon .
2378	S47_Salad_7150991-196	f130_i000_a00	9.0	10.0	270	330	opening a fridge .
2379	S35_Salad_7150991-146	f105_i005_a00	29.0	35.0	870	1080	taking ingredients from a fridge .
2380	S47_Pizza_7150991-191	f129_i003_a00	26.0	46.0	780	1410	peeling off the label of a pizza crust can .
2381	S47_Brownie_7150991-179	f127_i021_a00	82.0	87.0	2460	2640	pouring oil into a big bowl .
2382	S40_Pizza_7150991-206	f119_i030_a00	369.0	371.0	11070	11160	taking a pepperoni stick from a fridge .
2383	S25_Brownie_7150991-763	f63_i010_a00	56.0	62.0	1680	1890	taking a bag of brownie mix out of a box .
2384	S34_Sandwich_7150991-54	f101_i016_a00	79.0	81.0	2370	2460	closing a peanut butter jar .
2385	S48_Brownie_7150991-179	f132_i021_a00	107.0	111.0	3210	3360	cutting the bag of brownie mix with a kitchen knife .
2386	S32_Sandwich_7150991-1	f91_i019_a00	83.0	86.0	2490	2610	rubbing a butter knife against a slice of bread .
2387	S15_Brownie_7150991-4296	f29_i000_a00	8.0	10.0	240	330	taking a big bowl from a cabinet .
2388	S47_Salad_7150991-196	f130_i015_a00	91.0	93.0	2730	2820	putting a celery stalk into a bag .
2389	S53_Brownie_7150991-211	f151_i014_a00	79.0	80.0	2370	2430	opening a base cabinet .
2390	S54_Brownie_7150991-308	f156_i042_a00	307.0	310.0	9210	9330	putting a cap on a cooking spray .
2391	S22_Salad_7150991-952	f60_i011_a00	103.0	117.0	3090	3540	tearing leaves off a lettuce head .
2392	S13_Eggs_7150991-1728	f22_i054_a00	363.0	367.0	10890	11040	flipping an egg in a frying pan with a spatula .
2393	S51_Salad_7150991-225	f149_i034_a00	394.0	398.0	11820	11970	putting sliced vegetables into a bowl .
2394	S22_Pizza_7150991-664	f59_i017_a00	126.0	139.0	3780	4200	flattening pizza crust with hands .
2395	S18_Eggs_7150991-3391	f45_i044_a00	333.0	334.0	9990	10050	turning off a gas stove .
2396	S25_Eggs_7150991-325	f64_i003_a00	23.0	24.0	690	750	opening a drawer .
2397	S19_Salad_7150991-1394	f51_i028_a00	277.0	280.0	8310	8430	putting a kitchen knife into a sink .
2398	S48_Pizza_7150991-259	f134_i015_a00	249.0	252.0	7470	7590	taking a block cheese halfway out of a package .
2399	S13_Eggs_7150991-1728	f22_i004_a00	34.0	39.0	1020	1200	taking a big bowl from a cabinet .
2400	S54_Salad_7150991-223	f159_i008_a00	75.0	84.0	2250	2550	cutting lettuce leaves with a kitchen knife .
2401	S31_Pizza_7150991-1	f84_i009_a00	154.0	172.0	4620	5190	unrolling pizza crust on a baking pan .
2402	S35_Brownie_7150991-200	f102_i020_a00	132.0	134.0	3960	4050	twisting off an oil bottle cap .
2403	S34_Eggs_7150991-149	f98_i006_a00	48.0	60.0	1440	1830	beating eggs with a whisk .
2404	S07_Sandwich_7150991-2343	f04_i010_a00	76.0	77.0	2280	2340	opening a peanut butter jar .
2405	S15_Eggs_7150991-424	f30_i009_a00	31.0	33.0	930	1020	cracking an egg into a big bowl .
2406	S17_Sandwich_7150991-4305	f43_i024_a00	118.0	119.0	3540	3600	closing a blueberry jam jar .
2407	S17_Eggs_7150991-1187	f40_i031_a00	155.0	156.0	4650	4710	opening a drawer .
2408	S54_Eggs_7150991-251	f157_i022_a00	89.0	93.0	2670	2820	swirling oil around in a frying pan .
2409	S35_Salad_7150991-146	f105_i012_a00	68.0	72.0	2040	2190	putting a lettuce head into a bag .
2410	S22_Pizza_7150991-664	f59_i000_a00	6.0	8.0	180	270	opening a base cabinet .
2411	S53_Pizza_7150991-119	f153_i001_a00	15.0	18.0	450	570	taking a baking pan out of an oven .
2412	S49_Pizza_7150991-198	f138_i019_a00	178.0	213.0	5340	6420	grating a block cheese onto pizza crust with a cheese grater .
2413	S25_Eggs_7150991-325	f64_i010_a00	55.0	64.0	1650	1950	beating an egg with a fork .
2414	S19_Salad_7150991-1394	f51_i013_a00	144.0	147.0	4320	4440	putting carrot slices into a bowl .
2415	S31_Salad_7150991-1	f85_i016_a00	169.0	186.0	5070	5610	cutting a celery stalk with a kitchen knife .
2416	S07_Sandwich_7150991-2343	f04_i021_a00	165.0	166.0	4950	5010	opening a fridge .
2417	S14_Salad_7150991-1238	f28_i000_a00	11.0	14.0	330	450	taking a bowl from a cabinet .
2418	S15_Eggs_7150991-424	f30_i016_a00	66.0	69.0	1980	2100	swirling oil around in a frying pan .
2419	S24_Brownie_7150991-483	f62_i007_a00	55.0	59.0	1650	1800	wiping hands with a paper towel .
2420	S35_Sandwich_7150991-204	f106_i031_a00	147.0	148.0	4410	4470	knocking over a peanut butter jar .
2421	S49_Pizza_7150991-198	f138_i010_a00	99.0	101.0	2970	3060	putting a tomato sauce jar on a counter .
2422	S47_Salad_7150991-196	f130_i016_a00	96.0	104.0	2880	3150	putting ingredients into a fridge .
2423	S08_Sandwich_7150991-539	f08_i014_a00	78.0	79.0	2340	2400	closing a peanut butter jar .
2424	S31_Salad_7150991-1	f85_i018_a00	194.0	210.0	5820	6330	untying a bag of zucchini .
2425	S34_Salad_7150991-200	f100_i023_a00	199.0	244.0	5970	7350	cutting a carrot into pieces with a kitchen knife .
2426	S22_Pizza_7150991-664	f59_i008_a00	35.0	37.0	1050	1140	opening a drawer .
2427	S13_Eggs_7150991-1728	f22_i039_a00	280.0	283.0	8400	8520	swirling a beaten egg around in a frying pan .
2428	S24_Brownie_7150991-483	f62_i002_a00	19.0	26.0	570	810	taking eggs from an egg carton in a fridge .
2429	S07_Sandwich_7150991-2343	f04_i001_a00	26.0	31.0	780	960	twisting off a twist tie from a bag of sliced bread .
2430	S22_Pizza_7150991-664	f59_i045_a00	746.0	748.0	22380	22470	putting pepperoni pieces on pizza crust .
2431	S41_Salad_7150991-349	f125_i022_a00	147.0	150.0	4410	4530	putting celery stalk slices into a bowl .
2432	S25_Eggs_7150991-325	f64_i020_a00	105.0	115.0	3150	3480	swirling oil around in a frying pan .
2433	S35_Brownie_7150991-200	f102_i004_a00	31.0	33.0	930	1020	taking a towel from a counter .
2434	S16_Pizza_7150991-3739	f36_i003_a00	25.0	27.0	750	840	taking a kitchen knife from a drawer .
2435	S41_Salad_7150991-349	f125_i030_a00	195.0	199.0	5850	6000	putting a dressing bottle into a fridge .
2436	S48_Pizza_7150991-259	f134_i020_a00	315.0	382.0	9450	11490	slicing a pepperoni stick on a cutting board with a kitchen knife .
2437	S48_Salad_7150991-222	f135_i013_a00	121.0	123.0	3630	3720	cutting off the top of a zucchini with a kitchen knife .
2438	S17_Eggs_7150991-1187	f40_i000_a00	10.0	12.0	300	390	opening a base cabinet .
2439	S08_Salad_7150991-649	f07_i009_a00	98.0	103.0	2940	3120	putting celery stalk slices into a bowl .
2440	S07_Sandwich_7150991-2343	f04_i007_a00	64.0	65.0	1920	1980	opening a fridge .
2441	S20_Eggs_7150991-511	f54_i029_a00	269.0	271.0	8070	8160	tossing an egg in a frying pan .
2442	S48_Pizza_7150991-259	f134_i017_a00	304.0	307.0	9120	9240	taking a cutting board from the corner of a counter .
2443	S16_Pizza_7150991-3739	f36_i008_a00	53.0	58.0	1590	1770	pushing the middle of a pizza crust can with fingers .
2444	S35_Brownie_7150991-200	f102_i009_a00	77.0	84.0	2310	2550	taking eggs from an egg carton in a fridge .
2445	S50_Brownie_7150991-203	f141_i012_a00	71.0	73.0	2130	2220	twisting off an oil bottle cap .
2446	S13_Eggs_7150991-1728	f22_i038_a00	277.0	279.0	8310	8400	turning a gas stove knob .
2447	S35_Salad_7150991-146	f105_i008_a00	48.0	51.0	1440	1560	putting ingredients on a counter .
2448	S16_Brownie_7150991-1431	f34_i012_a00	61.0	71.0	1830	2160	reading the instructions on a box of brownie mix .
2449	S19_Salad_7150991-1394	f51_i018_a00	187.0	192.0	5610	5790	putting zucchini slices into a bowl .
2450	S16_Pizza_7150991-3739	f36_i040_a00	428.0	433.0	12840	13020	slicing a pepperoni stick with a kitchen knife .
2451	S16_Salad_7150991-1308	f37_i035_a00	351.0	358.0	10530	10770	pouring dressing on a salad .
2452	S54_Salad_7150991-223	f159_i031_a00	311.0	314.0	9330	9450	closing a bag of croutons .
2453	S22_Brownie_7150991-921	f58_i037_a00	364.0	367.0	10920	11040	putting a box of brownie mix into a sink .
2454	S19_Brownie_7150991-848	f48_i037_a00	388.0	391.0	11640	11760	putting a cooking spray into a base cabinet .
2455	S22_Salad_7150991-952	f60_i027_a00	275.0	278.0	8250	8370	putting a bag of croutons into a cabinet .
2456	S32_Sandwich_7150991-1	f91_i006_a00	28.0	29.0	840	900	taking a bag of sliced bread from the left of a counter .
2457	S53_Salad_7150991-143	f154_i024_a00	219.0	221.0	6570	6660	cutting off the top of a carrot with a kitchen kinfe .
2458	S25_Pizza_7150991-293	f65_i027_a00	312.0	316.0	9360	9510	taking a kitchen knife from a drawer .
2459	S22_Pizza_7150991-664	f59_i018_a00	140.0	142.0	4200	4290	opening a tomato sauce jar .
2460	S51_Sandwich_7150991-324	f150_i005_a00	31.0	38.0	930	1170	closing a bag of sliced bread with a twist tie .
2461	S47_Pizza_7150991-191	f129_i027_a00	292.0	300.0	8760	9030	trying to open a package of a block cheese .
2462	S50_Eggs_7150991-313	f142_i013_a00	61.0	65.0	1830	1980	putting a cap on an oil bottle .
2463	S49_Pizza_7150991-198	f138_i016_a00	151.0	154.0	4530	4650	taking a packaged block cheese from a fridge .
2464	S40_Pizza_7150991-206	f119_i021_a00	219.0	222.0	6570	6690	taking a cutting board from the corner of a counter .
2465	S20_Salad_7150991-475	f56_i007_a00	88.0	97.0	2640	2940	putting lettuce leaves into a sink .
2466	S54_Brownie_7150991-308	f156_i003_a00	19.0	21.0	570	660	opening a cabinet .
2467	S14_Salad_7150991-1238	f28_i016_a00	189.0	208.0	5670	6270	putting ingredients into a fridge .
2468	S50_Pizza_7150991-250	f143_i018_a00	379.0	384.0	11370	11550	taking a kitchen knife from a drawer .
2469	S19_Pizza_7150991-399	f50_i001_a00	19.0	24.0	570	750	taking ingredients from a fridge .
2470	S35_Pizza_7150991-218	f104_i001_a00	20.0	21.0	600	660	opening a fridge .
2471	S13_Salad_7150991-158	f23_i028_a00	252.0	254.0	7560	7650	opening a dressing bottle .
2472	S14_Brownie_7150991-1526	f25_i009_a00	79.0	83.0	2370	2520	pouring tap water into a big measuring cup .
2473	S35_Sandwich_7150991-204	f106_i000_a00	11.0	12.0	330	390	opening a fridge .
2474	S11_Pizza_7150991-2116	f14_i035_a00	297.0	300.0	8910	9030	peeling a casing off a pepperoni slice .
2475	S17_Salad_7150991-822	f42_i007_a00	100.0	128.0	3000	3870	peeling a zucchini with a peeler .
2476	S31_Pizza_7150991-1	f84_i031_a00	475.0	483.0	14250	14520	putting ingredients into a fridge .
2477	S35_Pizza_7150991-218	f104_i004_a00	36.0	40.0	1080	1230	putting ingredients on a counter .
2478	S41_Salad_7150991-349	f125_i028_a00	187.0	191.0	5610	5760	pouring dressing on a salad .
2479	S22_Salad_7150991-952	f60_i021_a00	230.0	234.0	6900	7050	cutting a zucchini with a kitchen knife .
2480	S48_Pizza_7150991-259	f134_i010_a00	156.0	158.0	4680	4770	opening a tomato sauce jar .
2481	S22_Brownie_7150991-921	f58_i001_a00	14.0	18.0	420	570	taking a big bowl from a cabinet .
2482	S35_Pizza_7150991-218	f104_i021_a00	267.0	270.0	8010	8130	taking a cheese grater from a cabinet .
2483	S19_Brownie_7150991-848	f48_i031_a00	340.0	345.0	10200	10380	taking a baking pan from a base cabinet .
2484	S49_Pizza_7150991-198	f138_i012_a00	107.0	108.0	3210	3270	opening a tomato sauce jar .
2485	S41_Pizza_7150991-287	f124_i000_a00	14.0	15.0	420	480	opening an oven .
2486	S50_Eggs_7150991-313	f142_i001_a00	13.0	19.0	390	600	taking eggs from an egg carton in a fridge .
2487	S24_Brownie_7150991-483	f62_i013_a00	100.0	102.0	3000	3090	opening a drawer .
2488	S53_Salad_7150991-143	f154_i031_a00	285.0	290.0	8550	8730	pouring dressing on a salad .
2489	S25_Brownie_7150991-763	f63_i012_a00	67.0	77.0	2010	2340	pouring brownie mix into a big bowl .
2490	S15_Brownie_7150991-4296	f29_i024_a00	155.0	157.0	4650	4740	shaking a cooking spray .
2491	S50_Eggs_7150991-313	f142_i032_a00	174.0	186.0	5220	5610	pouring beaten eggs into a frying pan .
2492	S09_Eggs_7150991-1050	f10_i004_a00	20.0	23.0	600	720	taking a frying pan from a base cabinet .
2493	S48_Eggs_7150991-637	f133_i031_a00	155.0	159.0	4650	4800	putting an oil bottle into a base cabinet .
2494	S22_Pizza_7150991-664	f59_i021_a00	186.0	242.0	5580	7290	spreading tomato sauce on pizza crust with a spoon .
2495	S50_Salad_7150991-243	f144_i014_a00	233.0	237.0	6990	7140	taking a bowl from a cabinet .
2496	S53_Salad_7150991-143	f154_i033_a00	296.0	299.0	8880	9000	taking a bag of croutons from a base cabinet .
2497	S28_Pizza_7150991-1	f70_i014_a00	124.0	126.0	3720	3810	taking a spoon from a drawer .
2498	S49_Eggs_7150991-224	f137_i016_a00	74.0	77.0	2220	2340	opening a pepper bottle .
2499	S35_Brownie_7150991-200	f102_i014_a00	110.0	112.0	3300	3390	taking a big measuring cup from a cabinet .
2500	S51_Salad_7150991-225	f149_i018_a00	167.0	178.0	5010	5370	peeling a carrot with a peeler .
2501	S50_Salad_7150991-243	f144_i009_a00	122.0	156.0	3660	4710	peeling a zucchini with a peeler .
2502	S25_Pizza_7150991-293	f65_i000_a00	10.0	12.0	300	390	opening a fridge .
2503	S16_Pizza_7150991-3739	f36_i026_a00	223.0	270.0	6690	8130	grating a block cheese onto pizza crust with a cheese grater .
2504	S51_Pizza_7150991-323	f148_i022_a00	318.0	320.0	9540	9630	taking a cheese grater from a cabinet .
2505	S41_Sandwich_7150991-286	f126_i008_a00	47.0	48.0	1410	1470	pulling a cutting board closer .
2506	S18_Eggs_7150991-3391	f45_i038_a00	188.0	189.0	5640	5700	opening a drawer .
2507	S32_Sandwich_7150991-1	f91_i007_a00	30.0	35.0	900	1080	untying a bag of sliced bread .
2508	S34_Sandwich_7150991-54	f101_i015_a00	69.0	77.0	2070	2340	spreading peanut butter on a slice of bread with a butter knife .
2509	S12_Salad_7150991-2146	f19_i015_a00	193.0	198.0	5790	5970	putting zucchini slices into a bowl .
2510	S22_Salad_7150991-952	f60_i006_a00	38.0	47.0	1140	1440	taking ingredients from a fridge .
2511	S07_Sandwich_7150991-2343	f04_i009_a00	69.0	70.0	2070	2130	closing a fridge .
2512	S31_Brownie_7150991-1	f82_i042_a00	471.0	473.0	14130	14220	closing an oven .
2513	S50_Brownie_7150991-203	f141_i014_a00	86.0	88.0	2580	2670	putting a cap on an oil bottle .
2514	S13_Eggs_7150991-1728	f22_i031_a00	200.0	202.0	6000	6090	taking a cooking spray from a base cabinet .
2515	S47_Pizza_7150991-191	f129_i019_a00	222.0	224.0	6660	6750	taking a kitchen knife from a drawer .
2516	S54_Brownie_7150991-308	f156_i019_a00	90.0	92.0	2700	2790	putting a cracked eggshell into a sink .
2517	S19_Brownie_7150991-848	f48_i018_a00	117.0	125.0	3510	3780	pouring oil into a small measuring cup .
2518	S31_Eggs_7150991-1	f83_i002_a00	21.0	24.0	630	750	taking a big bowl from a cabinet .
2519	S17_Sandwich_7150991-4305	f43_i021_a00	95.0	105.0	2850	3180	spreading blueberry jam on a slice of bread with a butter knife .
2520	S14_Salad_7150991-1238	f28_i028_a00	260.0	282.0	7800	8490	tossing a salad with a fork .
2521	S40_Brownie_7150991-288	f117_i021_a00	98.0	103.0	2940	3120	pouring oil into a big bowl .
2522	S11_Pizza_7150991-2116	f14_i001_a00	14.0	16.0	420	510	taking a cheese grater from a base cabinet .
2523	S48_Salad_7150991-222	f135_i024_a00	212.0	222.0	6360	6690	cutting a celery stalk with a kitchen knife .
2524	S40_Brownie_7150991-288	f117_i048_a00	358.0	420.0	10740	12630	pouring brownie batter into a baking pan with a whisk .
2525	S50_Brownie_7150991-203	f141_i037_a00	293.0	298.0	8790	8970	spraying oil on a baking pan .
2526	S08_Sandwich_7150991-539	f08_i017_a00	96.0	110.0	2880	3330	spreading strawberry jam on a slice of bread with a butter knife .
2527	S49_Salad_7150991-294	f139_i014_a00	132.0	133.0	3960	4020	closing a fridge .
2528	S49_Pizza_7150991-198	f138_i018_a00	165.0	175.0	4950	5280	taking a block cheese out of a package .
2529	S31_Brownie_7150991-1	f82_i015_a00	143.0	147.0	4290	4440	taking a small measuring cup from a cabinet .
2530	S19_Pizza_7150991-399	f50_i024_a00	436.0	438.0	13080	13170	opening a fridge .
2531	S54_Sandwich_7150991-305	f160_i027_a00	143.0	146.0	4290	4410	scooping out blueberry jam from a jar with a butter knife .
2532	S49_Salad_7150991-294	f139_i009_a00	81.0	84.0	2430	2550	putting lettuce leaves into a bowl .
2533	S16_Salad_7150991-1308	f37_i003_a00	23.0	31.0	690	960	taking ingredients from a fridge .
2534	S49_Eggs_7150991-224	f137_i004_a00	20.0	22.0	600	690	taking an oil bottle from a base cabinet .
2535	S15_Brownie_7150991-4296	f29_i029_a00	187.0	189.0	5610	5700	putting a cooking spray into a base cabinet .
2536	S20_Pizza_7150991-180	f55_i028_a00	378.0	380.0	11340	11430	opening a drawer .
2537	S31_Salad_7150991-1	f85_i001_a00	24.0	25.0	720	780	opening a fridge .
